NOMBRE,NOM_MUN,ENTIDAD,UP_TOTAL,UP_SOLIC_CRED,UP_OBTEN_CRED,UP_SOLIC_SEG,UP_OBTEN_SEG
10 DGO,Topia,  Topia,586.0,0.0,0.0,0.0,0.0
10 DGO,Vicente Guerrero,  Vicente Guerrero,1686.0,238.0,225.0,8.0,7.0
10 DGO,Nuevo Ideal,  Nuevo Ideal,4876.0,690.0,665.0,48.0,39.0
11 GTO,, Guanajuato,159838.0,19145.0,18321.0,4300.0,4003.0
11 GTO,Abasolo,  Abasolo,5127.0,1097.0,1069.0,272.0,262.0
11 GTO,Acámbaro,  Acámbaro,6399.0,784.0,745.0,122.0,114.0
11 GTO,San Miguel de Allende,  San Miguel De Allende,6016.0,135.0,105.0,32.0,31.0
11 GTO,Apaseo el Alto,  Apaseo El Alto,2334.0,200.0,188.0,26.0,22.0
11 GTO,Apaseo el Grande,  Apaseo El Grande,2901.0,211.0,203.0,41.0,38.0
11 GTO,Atarjea,  Atarjea,1030.0,5.0,4.0,1.0,0.0
11 GTO,Celaya,  Celaya,4794.0,618.0,576.0,56.0,50.0
11 GTO,Manuel Doblado,  Manuel Doblado,2824.0,560.0,553.0,87.0,83.0
11 GTO,Comonfort,  Comonfort,3593.0,168.0,161.0,34.0,32.0
11 GTO,Coroneo,  Coroneo,1002.0,36.0,35.0,0.0,0.0
11 GTO,Cortazar,  Cortazar,1932.0,190.0,182.0,40.0,38.0
11 GTO,Cuerámaro,  Cuerámaro,1992.0,354.0,345.0,31.0,27.0
11 GTO,Doctor Mora,  Doctor Mora,1646.0,59.0,59.0,8.0,8.0
11 GTO,Dolores Hidalgo Cuna de la Independencia Nacional,  Dolores Hidalgo Cuna De La Independencia Nacional,6152.0,283.0,265.0,60.0,53.0
11 GTO,Guanajuato,  Guanajuato,2106.0,75.0,64.0,8.0,3.0
11 GTO,Huanímaro,  Huanímaro,1947.0,660.0,651.0,233.0,230.0
11 GTO,Irapuato,  Irapuato,8592.0,1166.0,1133.0,315.0,308.0
11 GTO,Jaral del Progreso,  Jaral Del Progreso,1835.0,358.0,351.0,121.0,117.0
11 GTO,Jerécuaro,  Jerécuaro,6082.0,421.0,402.0,37.0,32.0
11 GTO,León,  León,4415.0,428.0,355.0,38.0,35.0
11 GTO,Moroleón,  Moroleón,444.0,15.0,11.0,1.0,1.0
11 GTO,Ocampo,  Ocampo,2288.0,274.0,255.0,30.0,29.0
11 GTO,Pénjamo,  Pénjamo,12533.0,2949.0,2888.0,878.0,846.0
11 GTO,Pueblo Nuevo,  Pueblo Nuevo,797.0,95.0,94.0,21.0,20.0
11 GTO,Purísima del Rincón,  Purísima Del Rincón,960.0,113.0,110.0,36.0,35.0
11 GTO,Romita,  Romita,4261.0,466.0,445.0,28.0,23.0
11 GTO,Salamanca,  Salamanca,6615.0,1176.0,1130.0,375.0,340.0
11 GTO,Salvatierra,  Salvatierra,6098.0,761.0,700.0,125.0,113.0
11 GTO,San Diego de la Unión,  San Diego De La Unión,2233.0,79.0,76.0,19.0,17.0
11 GTO,San Felipe,  San Felipe,9198.0,672.0,632.0,69.0,64.0
11 GTO,San Francisco del Rincón,  San Francisco Del Rincón,2913.0,240.0,190.0,121.0,78.0
11 GTO,San José Iturbide,  San José Iturbide,1895.0,66.0,51.0,7.0,7.0
11 GTO,San Luis de la Paz,  San Luis De La Paz,3511.0,128.0,119.0,32.0,31.0
11 GTO,Santa Catarina,  Santa Catarina,462.0,6.0,6.0,0.0,0.0
11 GTO,Santa Cruz de Juventino Rosas,  Santa Cruz De Juventino Rosas,3302.0,460.0,440.0,40.0,34.0
11 GTO,Santiago Maravatío,  Santiago Maravatío,611.0,25.0,25.0,8.0,7.0
11 GTO,Silao de la Victoria,  Silao De La Victoria,4474.0,392.0,378.0,41.0,34.0
11 GTO,Tarandacuao,  Tarandacuao,1170.0,171.0,165.0,23.0,20.0
11 GTO,Tarimoro,  Tarimoro,2078.0,330.0,322.0,25.0,25.0
11 GTO,Tierra Blanca,  Tierra Blanca,1184.0,8.0,8.0,2.0,2.0
11 GTO,Uriangato,  Uriangato,726.0,31.0,29.0,2.0,2.0
11 GTO,Valle de Santiago,  Valle De Santiago,10585.0,1861.0,1817.0,700.0,654.0
11 GTO,Victoria,  Victoria,1620.0,23.0,22.0,7.0,7.0
11 GTO,Villagrán,  Villagrán,1068.0,202.0,190.0,76.0,72.0
11 GTO,Xichú,  Xichú,1765.0,10.0,9.0,1.0,1.0
11 GTO,Yuriria,  Yuriria,4328.0,784.0,763.0,71.0,58.0
12 GRO,, Guerrero,299587.0,15152.0,14489.0,416.0,315.0
12 GRO,Acapulco de Juárez,  Acapulco De Juárez,11632.0,373.0,348.0,10.0,8.0
12 GRO,Ahuacuotzingo,  Ahuacuotzingo,4995.0,86.0,81.0,6.0,3.0
12 GRO,Ajuchitlán del Progreso,  Ajuchitlán Del Progreso,4667.0,560.0,557.0,1.0,1.0
12 GRO,Alcozauca de Guerrero,  Alcozauca De Guerrero,2978.0,143.0,143.0,1.0,1.0
12 GRO,Alpoyeca,  Alpoyeca,803.0,43.0,43.0,10.0,9.0
12 GRO,Apaxtla,  Apaxtla,1513.0,66.0,65.0,1.0,0.0
12 GRO,Arcelia,  Arcelia,2455.0,201.0,187.0,1.0,1.0
12 GRO,Atenango del Río,  Atenango Del Río,1102.0,84.0,84.0,0.0,0.0
12 GRO,Atlamajalcingo del Monte,  Atlamajalcingo Del Monte,2091.0,45.0,44.0,0.0,0.0
12 GRO,Atlixtac,  Atlixtac,6008.0,8.0,8.0,2.0,2.0
12 GRO,Atoyac de Álvarez,  Atoyac De Álvarez,6878.0,186.0,163.0,5.0,5.0
12 GRO,Ayutla de los Libres,  Ayutla De Los Libres,7249.0,194.0,191.0,4.0,3.0
12 GRO,Azoyú,  Azoyú,3460.0,362.0,346.0,13.0,10.0
12 GRO,Benito Juárez,  Benito Juárez,2611.0,96.0,75.0,9.0,4.0
12 GRO,Buenavista de Cuéllar,  Buenavista De Cuéllar,1018.0,97.0,93.0,1.0,1.0
12 GRO,Coahuayutla de José María Izazaga,  Coahuayutla De José María Izazaga,2799.0,31.0,30.0,1.0,1.0
12 GRO,Cocula,  Cocula,1635.0,183.0,179.0,10.0,10.0
12 GRO,Copala,  Copala,2156.0,78.0,72.0,7.0,6.0
12 GRO,Copalillo,  Copalillo,1849.0,179.0,177.0,4.0,2.0
12 GRO,Copanatoyac,  Copanatoyac,4035.0,399.0,395.0,1.0,0.0
12 GRO,Coyuca de Benítez,  Coyuca De Benítez,8876.0,381.0,345.0,11.0,7.0
12 GRO,Coyuca de Catalán,  Coyuca De Catalán,4659.0,388.0,379.0,7.0,5.0
12 GRO,Cuajinicuilapa,  Cuajinicuilapa,2400.0,231.0,218.0,43.0,34.0
12 GRO,Cualác,  Cualác,1270.0,102.0,101.0,0.0,0.0
12 GRO,Cuautepec,  Cuautepec,2809.0,46.0,44.0,0.0,0.0
12 GRO,Cuetzala del Progreso,  Cuetzala Del Progreso,1578.0,18.0,17.0,0.0,0.0
12 GRO,Cutzamala de Pinzón,  Cutzamala De Pinzón,2913.0,735.0,723.0,9.0,8.0
12 GRO,Chilapa de Álvarez,  Chilapa De Álvarez,16837.0,505.0,497.0,6.0,4.0
12 GRO,Chilpancingo de los Bravo,  Chilpancingo De Los Bravo,4927.0,151.0,136.0,3.0,0.0
12 GRO,Florencio Villarreal,  Florencio Villarreal,2584.0,91.0,82.0,3.0,3.0
12 GRO,General Canuto A. Neri,  General Canuto A. Neri,1156.0,24.0,23.0,1.0,0.0
12 GRO,General Heliodoro Castillo,  General Heliodoro Castillo,5386.0,201.0,193.0,0.0,0.0
12 GRO,Huamuxtitlán,  Huamuxtitlán,1846.0,131.0,129.0,3.0,2.0
12 GRO,Huitzuco de los Figueroa,  Huitzuco De Los Figueroa,3844.0,542.0,528.0,3.0,2.0
12 GRO,Iguala de la Independencia,  Iguala De La Independencia,2883.0,457.0,449.0,18.0,17.0
12 GRO,Igualapa,  Igualapa,1702.0,107.0,107.0,3.0,3.0
12 GRO,Ixcateopan de Cuauhtémoc,  Ixcateopan De Cuauhtémoc,810.0,34.0,34.0,0.0,0.0
12 GRO,Zihuatanejo de Azueta,  Zihuatanejo De Azueta,2714.0,91.0,77.0,5.0,4.0
12 GRO,Juan R. Escudero,  Juan R. Escudero,2609.0,102.0,97.0,1.0,1.0
12 GRO,Leonardo Bravo,  Leonardo Bravo,3310.0,95.0,91.0,3.0,2.0
12 GRO,Malinaltepec,  Malinaltepec,4812.0,100.0,99.0,1.0,1.0
12 GRO,Mártir de Cuilapan,  Mártir De Cuilapan,3061.0,79.0,79.0,1.0,0.0
12 GRO,Metlatónoc,  Metlatónoc,3343.0,560.0,551.0,1.0,0.0
12 GRO,Mochitlán,  Mochitlán,1681.0,61.0,58.0,0.0,0.0
12 GRO,Olinalá,  Olinalá,3898.0,80.0,76.0,3.0,2.0
12 GRO,Ometepec,  Ometepec,6924.0,755.0,736.0,30.0,22.0
12 GRO,Pedro Ascencio Alquisiras,  Pedro Ascencio Alquisiras,1520.0,19.0,19.0,0.0,0.0
12 GRO,Petatlán,  Petatlán,3562.0,100.0,86.0,12.0,12.0
12 GRO,Pilcaya,  Pilcaya,1503.0,75.0,73.0,4.0,4.0
12 GRO,Pungarabato,  Pungarabato,932.0,121.0,120.0,2.0,2.0
12 GRO,Quechultenango,  Quechultenango,6350.0,128.0,124.0,1.0,1.0
12 GRO,San Luis Acatlán,  San Luis Acatlán,7070.0,345.0,333.0,8.0,6.0
12 GRO,San Marcos,  San Marcos,7320.0,293.0,278.0,17.0,15.0
12 GRO,San Miguel Totolapan,  San Miguel Totolapan,3640.0,41.0,41.0,3.0,0.0
12 GRO,Taxco de Alarcón,  Taxco De Alarcón,4348.0,83.0,79.0,2.0,2.0
12 GRO,Tecoanapa,  Tecoanapa,8537.0,300.0,291.0,4.0,4.0
12 GRO,Técpan de Galeana,  Técpan De Galeana,8266.0,382.0,330.0,19.0,12.0
12 GRO,Teloloapan,  Teloloapan,4882.0,127.0,118.0,6.0,6.0
12 GRO,Tepecoacuilco de Trujano,  Tepecoacuilco De Trujano,3698.0,458.0,445.0,7.0,4.0
12 GRO,Tetipac,  Tetipac,1937.0,51.0,49.0,0.0,0.0
12 GRO,Tixtla de Guerrero,  Tixtla De Guerrero,3657.0,130.0,121.0,3.0,2.0
12 GRO,Tlacoachistlahuaca,  Tlacoachistlahuaca,2790.0,442.0,421.0,3.0,2.0
12 GRO,Tlacoapa,  Tlacoapa,2061.0,37.0,37.0,0.0,0.0
12 GRO,Tlalchapa,  Tlalchapa,1752.0,132.0,130.0,10.0,10.0
12 GRO,Tlalixtaquilla de Maldonado,  Tlalixtaquilla De Maldonado,790.0,33.0,33.0,0.0,0.0
12 GRO,Tlapa de Comonfort,  Tlapa De Comonfort,5462.0,231.0,222.0,1.0,0.0
12 GRO,Tlapehuala,  Tlapehuala,1676.0,137.0,126.0,2.0,1.0
12 GRO,La Unión de Isidoro Montes de Oca,  La Unión De Isidoro Montes De Oca,3189.0,100.0,92.0,13.0,10.0
12 GRO,Xalpatláhuac,  Xalpatláhuac,2185.0,81.0,77.0,2.0,0.0
12 GRO,Xochihuehuetlán,  Xochihuehuetlán,1089.0,26.0,25.0,0.0,0.0
12 GRO,Xochistlahuaca,  Xochistlahuaca,4226.0,256.0,252.0,2.0,0.0
12 GRO,Zapotitlán Tablas,  Zapotitlán Tablas,2801.0,147.0,143.0,14.0,10.0
12 GRO,Zirándaro,  Zirándaro,2206.0,119.0,119.0,3.0,3.0
12 GRO,Zitlala,  Zitlala,3452.0,58.0,58.0,2.0,1.0
12 GRO,Eduardo Neri,  Eduardo Neri,2906.0,201.0,196.0,7.0,4.0
12 GRO,Acatepec,  Acatepec,9787.0,237.0,147.0,3.0,1.0
12 GRO,Marquelia,  Marquelia,1402.0,138.0,132.0,1.0,1.0
12 GRO,Cochoapa el Grande,  Cochoapa El Grande,1671.0,208.0,204.0,0.0,0.0
12 GRO,José Joaquín de Herrera,  José Joaquín De Herrera,2613.0,44.0,42.0,0.0,0.0
12 GRO,Juchitán,  Juchitán,1371.0,113.0,109.0,5.0,3.0
12 GRO,Iliatenco,  Iliatenco,2765.0,47.0,47.0,5.0,5.0
12 GRO,Las Vigas,  Las Vigas,2059.0,116.0,109.0,6.0,6.0
12 GRO,Ñuu Savi,  Ñuu Savi,2023.0,30.0,30.0,1.0,1.0
12 GRO,Santa Cruz del Rincón,  Santa Cruz Del Rincón,421.0,17.0,17.0,0.0,0.0
12 GRO,San Nicolás,  San Nicolás,902.0,68.0,64.0,6.0,3.0
13 HGO,, Hidalgo,214374.0,3983.0,3493.0,1049.0,597.0
13 HGO,Acatlán,  Acatlán,3379.0,63.0,54.0,12.0,3.0
13 HGO,Acaxochitlán,  Acaxochitlán,4122.0,58.0,46.0,14.0,11.0
13 HGO,Actopan,  Actopan,3187.0,47.0,43.0,12.0,7.0
13 HGO,Agua Blanca de Iturbide,  Agua Blanca De Iturbide,1295.0,27.0,23.0,3.0,2.0
13 HGO,Ajacuba,  Ajacuba,2322.0,49.0,42.0,13.0,7.0
13 HGO,Alfajayucan,  Alfajayucan,3965.0,98.0,81.0,11.0,6.0
13 HGO,Almoloya,  Almoloya,2209.0,110.0,106.0,59.0,46.0
13 HGO,Apan,  Apan,3646.0,224.0,206.0,91.0,66.0
13 HGO,El Arenal,  El Arenal,1657.0,32.0,26.0,9.0,4.0
13 HGO,Atitalaquia,  Atitalaquia,1434.0,31.0,27.0,6.0,5.0
13 HGO,Atlapexco,  Atlapexco,3171.0,22.0,21.0,7.0,4.0
13 HGO,Atotonilco el Grande,  Atotonilco El Grande,4388.0,58.0,52.0,12.0,7.0
13 HGO,Atotonilco de Tula,  Atotonilco De Tula,1967.0,19.0,18.0,11.0,4.0
13 HGO,Calnali,  Calnali,2626.0,44.0,41.0,2.0,2.0
13 HGO,Cardonal,  Cardonal,4442.0,50.0,43.0,7.0,1.0
13 HGO,Cuautepec de Hinojosa,  Cuautepec De Hinojosa,5327.0,114.0,101.0,50.0,30.0
13 HGO,Chapantongo,  Chapantongo,1807.0,24.0,19.0,8.0,2.0
13 HGO,Chapulhuacán,  Chapulhuacán,1908.0,13.0,11.0,5.0,5.0
13 HGO,Chilcuautla,  Chilcuautla,4007.0,70.0,58.0,10.0,4.0
13 HGO,Eloxochitlán,  Eloxochitlán,503.0,6.0,4.0,0.0,0.0
13 HGO,Emiliano Zapata,  Emiliano Zapata,913.0,94.0,89.0,49.0,43.0
13 HGO,Epazoyucan,  Epazoyucan,1102.0,26.0,23.0,14.0,7.0
13 HGO,Francisco I. Madero,  Francisco I. Madero,2839.0,64.0,50.0,7.0,3.0
13 HGO,Huasca de Ocampo,  Huasca De Ocampo,2683.0,30.0,24.0,6.0,2.0
13 HGO,Huautla,  Huautla,4826.0,84.0,80.0,6.0,5.0
13 HGO,Huazalingo,  Huazalingo,1959.0,5.0,4.0,0.0,0.0
13 HGO,Huehuetla,  Huehuetla,2931.0,8.0,5.0,8.0,3.0
13 HGO,Huejutla de Reyes,  Huejutla De Reyes,12053.0,185.0,175.0,4.0,2.0
13 HGO,Huichapan,  Huichapan,4798.0,139.0,129.0,12.0,3.0
13 HGO,Ixmiquilpan,  Ixmiquilpan,9945.0,300.0,257.0,26.0,13.0
13 HGO,Jacala de Ledezma,  Jacala De Ledezma,1086.0,7.0,5.0,2.0,0.0
13 HGO,Jaltocán,  Jaltocán,1268.0,23.0,22.0,0.0,0.0
13 HGO,Juárez Hidalgo,  Juárez Hidalgo,429.0,1.0,0.0,2.0,2.0
13 HGO,Lolotla,  Lolotla,1495.0,32.0,15.0,3.0,2.0
13 HGO,Metepec,  Metepec,1678.0,61.0,51.0,14.0,13.0
13 HGO,San Agustín Metzquititlán,  San Agustín Metzquititlán,848.0,8.0,6.0,0.0,0.0
13 HGO,Metztitlán,  Metztitlán,3365.0,42.0,40.0,5.0,3.0
13 HGO,Mineral del Chico,  Mineral Del Chico,934.0,10.0,6.0,2.0,1.0
13 HGO,Mineral del Monte,  Mineral Del Monte,276.0,2.0,2.0,0.0,0.0
13 HGO,La Misión,  La Misión,897.0,0.0,0.0,1.0,0.0
13 HGO,Mixquiahuala de Juárez,  Mixquiahuala De Juárez,3108.0,84.0,71.0,16.0,6.0
13 HGO,Molango de Escamilla,  Molango De Escamilla,1053.0,6.0,6.0,2.0,1.0
13 HGO,Nicolás Flores,  Nicolás Flores,770.0,1.0,1.0,1.0,1.0
13 HGO,Nopala de Villagrán,  Nopala De Villagrán,2811.0,89.0,77.0,18.0,9.0
13 HGO,Omitlán de Juárez,  Omitlán De Juárez,1227.0,10.0,6.0,2.0,1.0
13 HGO,San Felipe Orizatlán,  San Felipe Orizatlán,6285.0,95.0,94.0,4.0,2.0
13 HGO,Pacula,  Pacula,333.0,2.0,2.0,1.0,1.0
13 HGO,Pachuca de Soto,  Pachuca De Soto,394.0,10.0,10.0,2.0,1.0
13 HGO,Pisaflores,  Pisaflores,1351.0,3.0,3.0,1.0,0.0
13 HGO,Progreso de Obregón,  Progreso De Obregón,783.0,16.0,14.0,8.0,1.0
13 HGO,Mineral de la Reforma,  Mineral De La Reforma,587.0,26.0,21.0,12.0,7.0
13 HGO,San Agustín Tlaxiaca,  San Agustín Tlaxiaca,3197.0,37.0,25.0,12.0,6.0
13 HGO,San Bartolo Tutotepec,  San Bartolo Tutotepec,1872.0,8.0,8.0,3.0,0.0
13 HGO,San Salvador,  San Salvador,4940.0,95.0,80.0,7.0,4.0
13 HGO,Santiago de Anaya,  Santiago De Anaya,3732.0,62.0,55.0,9.0,3.0
13 HGO,Santiago Tulantepec de Lugo Guerrero,  Santiago Tulantepec De Lugo Guerrero,590.0,14.0,12.0,8.0,1.0
13 HGO,Singuilucan,  Singuilucan,2669.0,94.0,77.0,85.0,58.0
13 HGO,Tasquillo,  Tasquillo,3352.0,37.0,31.0,2.0,2.0
13 HGO,Tecozautla,  Tecozautla,4966.0,145.0,139.0,17.0,10.0
13 HGO,Tenango de Doria,  Tenango De Doria,1073.0,0.0,0.0,1.0,1.0
13 HGO,Tepeapulco,  Tepeapulco,1795.0,134.0,132.0,52.0,46.0
13 HGO,Tepehuacán de Guerrero,  Tepehuacán De Guerrero,4189.0,66.0,62.0,0.0,0.0
13 HGO,Tepeji del Río de Ocampo,  Tepeji Del Río De Ocampo,3655.0,34.0,28.0,12.0,3.0
13 HGO,Tepetitlán,  Tepetitlán,1456.0,32.0,28.0,8.0,5.0
13 HGO,Tetepango,  Tetepango,1190.0,26.0,18.0,8.0,4.0
13 HGO,Villa de Tezontepec,  Villa De Tezontepec,800.0,22.0,21.0,13.0,5.0
13 HGO,Tezontepec de Aldama,  Tezontepec De Aldama,5591.0,94.0,76.0,13.0,5.0
13 HGO,Tianguistengo,  Tianguistengo,2515.0,9.0,5.0,8.0,6.0
13 HGO,Tizayuca,  Tizayuca,470.0,13.0,10.0,1.0,0.0
13 HGO,Tlahuelilpan,  Tlahuelilpan,708.0,18.0,15.0,0.0,0.0
13 HGO,Tlahuiltepa,  Tlahuiltepa,1231.0,3.0,3.0,1.0,1.0
13 HGO,Tlanalapa,  Tlanalapa,641.0,19.0,17.0,7.0,5.0
13 HGO,Tlanchinol,  Tlanchinol,6111.0,58.0,57.0,18.0,11.0
13 HGO,Tlaxcoapan,  Tlaxcoapan,1138.0,22.0,18.0,3.0,2.0
13 HGO,Tolcayuca,  Tolcayuca,852.0,18.0,17.0,27.0,9.0
13 HGO,Tula de Allende,  Tula De Allende,4084.0,82.0,69.0,11.0,5.0
13 HGO,Tulancingo de Bravo,  Tulancingo De Bravo,3082.0,91.0,72.0,18.0,10.0
13 HGO,Xochiatipan,  Xochiatipan,3877.0,8.0,7.0,1.0,0.0
13 HGO,Xochicoatlán,  Xochicoatlán,1177.0,10.0,10.0,37.0,8.0
13 HGO,Yahualica,  Yahualica,4264.0,4.0,4.0,0.0,0.0
13 HGO,Zacualtipán de Ángeles,  Zacualtipán De Ángeles,877.0,2.0,2.0,3.0,2.0
13 HGO,Zapotlán de Juárez,  Zapotlán De Juárez,919.0,17.0,15.0,21.0,7.0
13 HGO,Zempoala,  Zempoala,2321.0,77.0,61.0,60.0,25.0
13 HGO,Zimapán,  Zimapán,2651.0,10.0,9.0,13.0,5.0
14 JAL,, Jalisco,179732.0,24547.0,23598.0,6776.0,6223.0
14 JAL,Acatic,  Acatic,1092.0,145.0,141.0,60.0,55.0
14 JAL,Acatlán de Juárez,  Acatlán De Juárez,1361.0,153.0,141.0,54.0,52.0
14 JAL,Ahualulco de Mercado,  Ahualulco De Mercado,2383.0,596.0,591.0,104.0,99.0
14 JAL,Amacueca,  Amacueca,571.0,39.0,39.0,14.0,12.0
14 JAL,Amatitán,  Amatitán,888.0,71.0,65.0,14.0,10.0
14 JAL,Ameca,  Ameca,6784.0,1513.0,1479.0,623.0,603.0
14 JAL,San Juanito de Escobedo,  San Juanito De Escobedo,2101.0,421.0,413.0,103.0,93.0
14 JAL,Arandas,  Arandas,2429.0,34.0,28.0,13.0,11.0
14 JAL,El Arenal,  El Arenal,874.0,75.0,71.0,23.0,19.0
14 JAL,Atemajac de Brizuela,  Atemajac De Brizuela,480.0,23.0,22.0,6.0,6.0
14 JAL,Atengo,  Atengo,781.0,113.0,109.0,43.0,43.0
14 JAL,Atenguillo,  Atenguillo,480.0,41.0,41.0,2.0,2.0
14 JAL,Atotonilco el Alto,  Atotonilco El Alto,3140.0,382.0,368.0,84.0,79.0
14 JAL,Atoyac,  Atoyac,929.0,106.0,100.0,34.0,33.0
14 JAL,Autlán de Navarro,  Autlán De Navarro,2403.0,378.0,369.0,207.0,196.0
14 JAL,Ayotlán,  Ayotlán,2959.0,579.0,555.0,79.0,76.0
14 JAL,Ayutla,  Ayutla,1122.0,198.0,190.0,40.0,39.0
14 JAL,La Barca,  La Barca,4839.0,1444.0,1417.0,333.0,321.0
14 JAL,Bolaños,  Bolaños,245.0,1.0,1.0,1.0,1.0
14 JAL,Cabo Corrientes,  Cabo Corrientes,677.0,28.0,26.0,16.0,16.0
14 JAL,Casimiro Castillo,  Casimiro Castillo,2047.0,422.0,406.0,111.0,99.0
14 JAL,Cihuatlán,  Cihuatlán,1064.0,101.0,96.0,54.0,51.0
14 JAL,Zapotlán el Grande,  Zapotlán El Grande,587.0,75.0,71.0,33.0,32.0
14 JAL,Cocula,  Cocula,3662.0,758.0,733.0,251.0,209.0
14 JAL,Colotlán,  Colotlán,976.0,80.0,77.0,17.0,12.0
14 JAL,Concepción de Buenos Aires,  Concepción De Buenos Aires,710.0,57.0,54.0,11.0,11.0
14 JAL,Cuautitlán de García Barragán,  Cuautitlán De García Barragán,2240.0,171.0,160.0,35.0,34.0
14 JAL,Cuautla,  Cuautla,255.0,25.0,25.0,8.0,8.0
14 JAL,Cuquío,  Cuquío,2844.0,372.0,364.0,107.0,101.0
14 JAL,Chapala,  Chapala,615.0,62.0,61.0,16.0,14.0
14 JAL,Chimaltitán,  Chimaltitán,547.0,56.0,56.0,1.0,1.0
14 JAL,Chiquilistlán,  Chiquilistlán,379.0,84.0,81.0,5.0,5.0
14 JAL,Degollado,  Degollado,2007.0,244.0,231.0,72.0,70.0
14 JAL,Ejutla,  Ejutla,216.0,19.0,17.0,5.0,4.0
14 JAL,Encarnación de Díaz,  Encarnación De Díaz,2022.0,103.0,94.0,23.0,23.0
14 JAL,Etzatlán,  Etzatlán,1191.0,255.0,236.0,57.0,53.0
14 JAL,El Grullo,  El Grullo,847.0,196.0,191.0,115.0,104.0
14 JAL,Guachinango,  Guachinango,890.0,157.0,154.0,22.0,22.0
14 JAL,Guadalajara,  Guadalajara,,,,,
14 JAL,Hostotipaquillo,  Hostotipaquillo,1313.0,167.0,160.0,20.0,20.0
14 JAL,Huejúcar,  Huejúcar,513.0,13.0,13.0,1.0,1.0
14 JAL,Huejuquilla el Alto,  Huejuquilla El Alto,1314.0,121.0,119.0,15.0,15.0
14 JAL,La Huerta,  La Huerta,2337.0,331.0,317.0,48.0,44.0
14 JAL,Ixtlahuacán de los Membrillos,  Ixtlahuacán De Los Membrillos,1199.0,243.0,238.0,79.0,76.0
14 JAL,Ixtlahuacán del Río,  Ixtlahuacán Del Río,2451.0,307.0,290.0,89.0,77.0
14 JAL,Jalostotitlán,  Jalostotitlán,1063.0,64.0,60.0,13.0,12.0
14 JAL,Jamay,  Jamay,1375.0,283.0,277.0,105.0,96.0
14 JAL,Jesús María,  Jesús María,2015.0,54.0,53.0,17.0,15.0
14 JAL,Jilotlán de los Dolores,  Jilotlán De Los Dolores,1803.0,91.0,86.0,23.0,23.0
14 JAL,Jocotepec,  Jocotepec,2106.0,277.0,261.0,35.0,33.0
14 JAL,Juanacatlán,  Juanacatlán,940.0,141.0,135.0,54.0,42.0
14 JAL,Juchitlán,  Juchitlán,302.0,51.0,48.0,8.0,6.0
14 JAL,Lagos de Moreno,  Lagos De Moreno,5279.0,266.0,251.0,44.0,39.0
14 JAL,El Limón,  El Limón,309.0,34.0,32.0,19.0,17.0
14 JAL,Magdalena,  Magdalena,1555.0,228.0,209.0,48.0,45.0
14 JAL,Santa María del Oro,  Santa María Del Oro,532.0,16.0,15.0,5.0,5.0
14 JAL,La Manzanilla de la Paz,  La Manzanilla De La Paz,556.0,52.0,50.0,4.0,1.0
14 JAL,Mascota,  Mascota,1216.0,234.0,227.0,43.0,39.0
14 JAL,Mazamitla,  Mazamitla,606.0,38.0,35.0,7.0,5.0
14 JAL,Mexticacán,  Mexticacán,466.0,20.0,15.0,7.0,7.0
14 JAL,Mezquitic,  Mezquitic,1566.0,55.0,50.0,15.0,14.0
14 JAL,Mixtlán,  Mixtlán,451.0,132.0,129.0,34.0,34.0
14 JAL,Ocotlán,  Ocotlán,1935.0,403.0,398.0,151.0,148.0
14 JAL,Ojuelos de Jalisco,  Ojuelos De Jalisco,2947.0,200.0,180.0,44.0,42.0
14 JAL,Pihuamo,  Pihuamo,1074.0,128.0,124.0,78.0,75.0
14 JAL,Poncitlán,  Poncitlán,2288.0,386.0,376.0,87.0,76.0
14 JAL,Puerto Vallarta,  Puerto Vallarta,1053.0,196.0,190.0,76.0,70.0
14 JAL,Villa Purificación,  Villa Purificación,2092.0,221.0,209.0,48.0,38.0
14 JAL,Quitupan,  Quitupan,1446.0,63.0,63.0,10.0,10.0
14 JAL,El Salto,  El Salto,,,,,
14 JAL,San Cristóbal de la Barranca,  San Cristóbal De La Barranca,501.0,45.0,44.0,14.0,14.0
14 JAL,San Diego de Alejandría,  San Diego De Alejandría,504.0,38.0,36.0,5.0,4.0
14 JAL,San Juan de los Lagos,  San Juan De Los Lagos,2120.0,67.0,56.0,13.0,11.0
14 JAL,San Julián,  San Julián,629.0,15.0,11.0,5.0,5.0
14 JAL,San Marcos,  San Marcos,491.0,108.0,107.0,34.0,32.0
14 JAL,San Martín de Bolaños,  San Martín De Bolaños,225.0,13.0,13.0,0.0,0.0
14 JAL,San Martín Hidalgo,  San Martín Hidalgo,3597.0,920.0,880.0,322.0,260.0
14 JAL,San Miguel el Alto,  San Miguel El Alto,1229.0,32.0,30.0,7.0,7.0
14 JAL,Gómez Farías,  Gómez Farías,960.0,113.0,109.0,27.0,26.0
14 JAL,San Sebastián del Oeste,  San Sebastián Del Oeste,896.0,259.0,258.0,19.0,19.0
14 JAL,Santa María de los Ángeles,  Santa María De Los Ángeles,524.0,9.0,9.0,3.0,2.0
14 JAL,Sayula,  Sayula,745.0,132.0,122.0,65.0,61.0
14 JAL,Tala,  Tala,3651.0,575.0,550.0,143.0,124.0
14 JAL,Talpa de Allende,  Talpa De Allende,1049.0,243.0,240.0,20.0,18.0
