ENT_FED,CULTIVO,DESCRIPCION,UP_TOTAL,UP_AGCA,TON_AGCA_CUL,UP_SEMILLA,TON_SEMILLA_CUL,UP_CONSFAM,TON_CONSFAM_CUL,UP_CONSANIM,TON_CONSANIM_CUL,UP_VENTA,TON_VENTA_CUL
20 OAX,Café,Café,40982.0,40962.0,30440.7662,3949.0,1889.4238289,26981.0,2724.3446836,511.0,62.0514,26762.0,25764.9454
20 OAX,Caña de azúcar,Caña de azúcar,15002.0,15002.0,3743997.1393,2914.0,19071.2435784,3427.0,2166.3422346,2409.0,4780.1208,13956.0,3717979.4322
20 OAX,Coco,Coco,2167.0,2166.0,13681.7539,328.0,77.3528644,532.0,218.4377554,287.0,11.5682,1389.0,13374.3946
20 OAX,Espárrago,Espárrago,,,5.6832,0.0,0.0,,0.506,0.0,0.0,,5.1772
20 OAX,Fresa,Fresa,142.0,94.0,74.9608,16.0,0.6239385,45.0,1.4784965,2.0,0.061,72.0,72.7974
20 OAX,Guayaba,Guayaba,1698.0,1685.0,1415.39,26.0,162.2398219,220.0,72.5057644,4.0,0.2001,128.0,1180.4443
20 OAX,Limón,Limón,16581.0,16564.0,201959.6997,993.0,20.5291225,1903.0,309.0848224,656.0,29.3222,6963.0,201600.7637
20 OAX,Mango,Mango,6593.0,6585.0,250854.093,1384.0,16.759335,2237.0,820.3765088,1520.0,271.6613,4432.0,249745.2959
20 OAX,Manzana,Manzana,3585.0,3581.0,1284.193,72.0,270.1900944,869.0,268.9368788,21.0,1.4666,656.0,743.5995
20 OAX,Naranja,Naranja,2972.0,2961.0,13229.5623,47.0,84.0004843,493.0,450.6642183,31.0,1.5911,482.0,12693.3064
20 OAX,Nopal verdura,Nopal verdura,1740.0,1738.0,6912.6199,94.0,148.9150161,329.0,439.8403025,66.0,154.8621,320.0,6169.0027
20 OAX,Nuez,Nuez,122.0,119.0,74.1596,6.0,0.6171236,35.0,7.7318156,1.0,0.05,51.0,65.7606
20 OAX,Papaya,Papaya,1042.0,1036.0,210338.2678,181.0,14.2842411,284.0,334.488033,143.0,23.0807,682.0,209966.4149
20 OAX,Pasto cultivado,Pasto cultivado,8853.0,8853.0,904078.5643,47.0,9.5622889,16.0,17.1474,4640.0,90263.0339,3129.0,813788.8207
20 OAX,Piña,Piña,1190.0,1189.0,194223.0118,342.0,9420.6494742,427.0,1990.5393307,131.0,13.4143,860.0,182798.4095
20 OAX,Plátano,Plátano,6567.0,6566.0,55924.3268,470.0,2820.0128501,3176.0,5107.9475549,492.0,185.5126,3741.0,47810.8525
20 OAX,Uva,Uva,6.0,6.0,0.0739,0.0,0.0,1.0,0.0239,0.0,0.0,1.0,0.05
21 PUE,,Puebla,54074.0,45506.0,,21364.0,,22438.0,,13424.0,,33975.0,
21 PUE,Anuales,Anuales,,,,,,,,,,,
21 PUE,Algodón,Algodón,,,0.032,,0.002,,0.03,0.0,0.0,0.0,0.0
21 PUE,Amaranto,Amaranto,3455.0,3453.0,4728.7085,2643.0,102.4181804,1225.0,33.7421081,949.0,4.9486,3378.0,4587.5997
21 PUE,Avena forrajera,Avena forrajera,6892.0,6892.0,75184.1064,745.0,225.5431977,77.0,39.5871,4524.0,49551.3722,1003.0,25367.604
21 PUE,Brócoli,Brócoli,5612.0,5564.0,128679.6292,1820.0,133.7179774,2003.0,60.1795454,1904.0,185.1761,5302.0,128300.5553
21 PUE,Calabaza/calabacita,Calabaza/calabacita,12987.0,12959.0,25627.3652,5320.0,747.1714146,6428.0,4950.3795728,1611.0,807.4679,4559.0,19122.3465
21 PUE,Cebada grano,Cebada grano,5155.0,5155.0,58487.6096,2693.0,896.002817,1703.0,86.6560356,2823.0,6238.913,3487.0,51266.0377
21 PUE,Cebolla,Cebolla,4716.0,4689.0,101498.3536,2322.0,164.603639,2432.0,40.1722406,2189.0,65.9108,4495.0,101227.667
21 PUE,Chile,Chile,3435.0,3386.0,5939.5468,1272.0,125.348457,1600.0,70.2218475,310.0,4.0969,2829.0,5739.8798
21 PUE,Frijol,Frijol,66316.0,66315.0,17616.2637,39924.0,1169.9518311,47477.0,7432.4454936,7288.0,116.6697,17348.0,8897.197
21 PUE,Jitomate (Tomate rojo),Jitomate (Tomate rojo),2832.0,1200.0,31871.0846,657.0,36.4037758,852.0,68.6995568,596.0,55.0821,1127.0,31710.8994
21 PUE,Maíz forrajero,Maíz forrajero,3616.0,3616.0,233473.7591,1034.0,166.2534336,1237.0,1015.1944969,2110.0,185096.7136,899.0,47195.5973
21 PUE,Maíz grano amarillo,Maíz grano amarillo,9249.0,9249.0,20101.0589,6676.0,341.484815,6944.0,3972.3482004,4634.0,6101.9822,2756.0,9685.2438
21 PUE,Maíz grano blanco,Maíz grano blanco,306188.0,306188.0,512145.9157,206909.0,9451.2191277,244642.0,161298.6184028,127375.0,97329.3188,95786.0,244066.7486
21 PUE,Melón,Melón,33.0,33.0,316.1966,1.0,0.001,7.0,1.38,0.0,0.0,29.0,314.8156
21 PUE,Papa,Papa,2433.0,2431.0,99489.1481,1564.0,6014.6937789,1474.0,257.897876,813.0,213.9513,2158.0,93002.6051
21 PUE,Sandía,Sandía,117.0,116.0,1183.2097,31.0,1.2650158,48.0,12.7648,26.0,4.294,101.0,1164.8859
21 PUE,Sorgo forrajero,Sorgo forrajero,536.0,536.0,15735.5461,16.0,0.7637,114.0,7.741,339.0,5895.3348,281.0,9831.7066
21 PUE,Sorgo grano,Sorgo grano,7555.0,7555.0,78063.3335,1826.0,46.6466975,1784.0,73.7234,3189.0,7473.1283,6164.0,70469.8351
21 PUE,Soya,Soya,4.0,4.0,2.21,1.0,0.05,2.0,0.21,1.0,0.95,1.0,1.0
21 PUE,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),2654.0,2635.0,16858.6414,869.0,62.6979563,909.0,43.1842665,316.0,15.4622,2329.0,16737.2968
21 PUE,Trigo grano,Trigo grano,1834.0,1834.0,4269.5158,1117.0,162.1128017,995.0,160.8069057,569.0,287.9389,808.0,3658.657
21 PUE,Perennes,Perennes,,,,,,,,,,,
21 PUE,Agave,Agave,4109.0,4065.0,13547.4212,23.0,573.5795695,180.0,589.2206461,2.0,10.0604,470.0,12374.5609
21 PUE,Aguacate,Aguacate,9974.0,9960.0,19282.1217,540.0,332.7301824,3200.0,459.2263484,818.0,2.8483,5180.0,18487.3167
21 PUE,Alfalfa,Alfalfa,13670.0,13670.0,1010370.1748,236.0,36.3482789,3888.0,282.0237,11065.0,386154.2251,7157.0,623897.5776
21 PUE,Cacao,Cacao,231.0,226.0,2.2106,2.0,0.0012,2.0,0.0219,2.0,0.0006,7.0,2.1869
21 PUE,Café,Café,52748.0,52718.0,124721.6797,7924.0,765.031238,26718.0,3305.8883627,3534.0,28.1815,42414.0,120622.5776
21 PUE,Caña de azúcar,Caña de azúcar,11360.0,11360.0,1647464.426,3495.0,8295.2424992,3721.0,410.1498127,3482.0,678.8289,11091.0,1638080.2048
21 PUE,Coco,Coco,19.0,19.0,6.7899,1.0,0.0037,2.0,0.1917,1.0,0.0054,4.0,6.5891
21 PUE,Espárrago,Espárrago,6.0,5.0,2.0873,0.0,0.0,1.0,0.005,0.0,0.0,4.0,2.0823
21 PUE,Fresa,Fresa,112.0,73.0,511.9312,3.0,0.488396,35.0,9.2586575,2.0,0.0517,49.0,502.1324
21 PUE,Guayaba,Guayaba,230.0,226.0,224.1903,9.0,0.3253991,54.0,7.1431667,3.0,0.0218,60.0,216.6999
21 PUE,Limón,Limón,5399.0,5390.0,38203.6928,215.0,1.8951185,603.0,48.2195292,101.0,0.3791,1656.0,38153.199
21 PUE,Mango,Mango,229.0,225.0,208.4871,6.0,0.0005299,83.0,20.4809903,14.0,6.6042,87.0,181.4014
21 PUE,Manzana,Manzana,7037.0,7000.0,6434.2208,517.0,166.9241568,2660.0,550.6742414,542.0,34.2233,3143.0,5682.3989
21 PUE,Naranja,Naranja,8988.0,8983.0,231231.6193,582.0,0.37765,2042.0,306.4443506,1359.0,7.6258,6737.0,230917.1714
21 PUE,Nopal verdura,Nopal verdura,3736.0,3728.0,69533.1359,589.0,7076.7787592,1286.0,2147.5541152,482.0,74.8241,1834.0,60233.979
21 PUE,Nuez,Nuez,1291.0,1273.0,1083.8039,43.0,4.1941154,573.0,148.1810881,34.0,0.2116,599.0,931.2168
21 PUE,Papaya,Papaya,262.0,257.0,4754.7724,16.0,13.9992969,72.0,127.7248685,13.0,9.1376,123.0,4603.9106
21 PUE,Pasto cultivado,Pasto cultivado,972.0,972.0,103953.2168,34.0,34.9510054,6.0,47.5235,775.0,9330.7177,516.0,94540.0248
21 PUE,Piña,Piña,202.0,200.0,2038.154,1.0,0.001,69.0,904.6614705,1.0,0.5,71.0,1132.9919
21 PUE,Plátano,Plátano,5105.0,5103.0,41563.3492,45.0,316.3594071,1642.0,944.9459214,123.0,36.4306,3481.0,40265.6134
21 PUE,Uva,Uva,17.0,17.0,20.245,0.0,0.0,3.0,0.17,0.0,0.0,11.0,20.075
22 QRO,,Querétaro,6339.0,4509.0,,2098.0,,2545.0,,1054.0,,970.0,
22 QRO,Anuales,Anuales,,,,,,,,,,,
22 QRO,Amaranto,Amaranto,,,1.5429,0.0,0.0,,0.21,0.0,0.0,,1.3329
22 QRO,Avena forrajera,Avena forrajera,1384.0,1384.0,86735.596,91.0,26.561,12.0,12.3627444,867.0,50191.3969,320.0,36505.2754
22 QRO,Brócoli,Brócoli,28.0,27.0,17879.8091,4.0,0.0414,5.0,0.19,4.0,0.8296,25.0,17878.7481
22 QRO,Calabaza/calabacita,Calabaza/calabacita,2218.0,2210.0,1414.0024,578.0,35.0592482,734.0,158.5586483,82.0,38.45,229.0,1181.9345
22 QRO,Cebada grano,Cebada grano,228.0,228.0,7277.5901,35.0,8.2556,16.0,0.2482,33.0,21.2084,214.0,7247.8779
22 QRO,Cebolla,Cebolla,75.0,71.0,15070.4176,14.0,0.013,31.0,5.0497255,0.0,0.0,67.0,15065.3549
22 QRO,Chile,Chile,209.0,176.0,9116.0709,58.0,0.7819985,104.0,4.7365678,1.0,0.15,116.0,9110.4024
22 QRO,Frijol,Frijol,9994.0,9994.0,2230.4573,3589.0,133.1747395,4509.0,854.5773235,798.0,24.7315,1310.0,1217.9733
22 QRO,Jitomate (Tomate rojo),Jitomate (Tomate rojo),286.0,87.0,4961.7456,28.0,4.7481676,51.0,4.137306,0.0,0.0,72.0,4952.8603
22 QRO,Maíz forrajero,Maíz forrajero,1312.0,1312.0,913251.4423,100.0,43.0378933,388.0,160.4837067,632.0,461074.0785,839.0,451973.8422
22 QRO,Maíz grano amarillo,Maíz grano amarillo,2063.0,2063.0,7974.3502,1281.0,64.8188366,1347.0,672.6653864,806.0,4269.8407,339.0,2967.0253
22 QRO,Maíz grano blanco,Maíz grano blanco,30448.0,30448.0,155782.9071,14337.0,882.1147748,17460.0,12191.8443618,9849.0,20470.887,8987.0,122238.0595
22 QRO,Melón,Melón,,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,1.5
22 QRO,Papa,Papa,16.0,16.0,0.301,3.0,0.029,7.0,0.172,0.0,0.0,1.0,0.1
22 QRO,Sandía,Sandía,4.0,4.0,0.533,1.0,0.0005,3.0,0.1325,0.0,0.0,1.0,0.4
22 QRO,Sorgo forrajero,Sorgo forrajero,97.0,97.0,3544.8519,6.0,0.163,0.0,0.0,65.0,2850.5478,15.0,694.1411
22 QRO,Sorgo grano,Sorgo grano,126.0,126.0,2366.4363,30.0,1.0949097,30.0,7.7606441,51.0,364.9547,94.0,1992.6261
22 QRO,Soya,Soya,,,0.1,,0.003,,0.097,0.0,0.0,0.0,0.0
22 QRO,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),111.0,110.0,24606.0551,2.0,0.0010997,43.0,3.667752,2.0,2.0997,101.0,24600.2865
22 QRO,Trigo grano,Trigo grano,73.0,73.0,379.334,32.0,14.955,22.0,8.451,23.0,72.335,25.0,283.593
22 QRO,Perennes,Perennes,,,,,,,,,,,
22 QRO,Agave,Agave,648.0,648.0,4889.7993,18.0,114.0937076,28.0,136.1106484,46.0,967.0526,65.0,3672.5424
22 QRO,Aguacate,Aguacate,472.0,471.0,603.9686,5.0,0.0108034,250.0,37.5383849,6.0,0.191,214.0,566.2284
22 QRO,Alfalfa,Alfalfa,1779.0,1779.0,494747.6021,17.0,11.2532397,366.0,29.9392,1116.0,134877.8276,1329.0,359828.5821
22 QRO,Cacao,Cacao,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22 QRO,Café,Café,47.0,47.0,11.1714,3.0,0.138,33.0,3.6734,0.0,0.0,13.0,7.36
22 QRO,Caña de azúcar,Caña de azúcar,67.0,67.0,456.1822,26.0,1.6818,31.0,11.464,34.0,70.8043,21.0,372.2321
22 QRO,Espárrago,Espárrago,28.0,28.0,5648.1089,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5648.1089
22 QRO,Fresa,Fresa,15.0,4.0,5.1452,1.0,0.04,4.0,0.13864,1.0,0.3,2.0,4.6666
22 QRO,Guayaba,Guayaba,318.0,317.0,654.6659,18.0,0.1101499,122.0,30.1802019,21.0,0.9738,220.0,623.4016
22 QRO,Limón,Limón,156.0,154.0,50.1687,4.0,0.0028,48.0,2.654685,1.0,0.0001,34.0,47.5111
22 QRO,Mango,Mango,158.0,158.0,817.1456,9.0,0.0158,89.0,10.6788315,13.0,0.9114,98.0,805.5394
22 QRO,Manzana,Manzana,276.0,274.0,135.2156,6.0,1.639516,136.0,32.390094,8.0,1.828,93.0,99.3579
22 QRO,Naranja,Naranja,146.0,146.0,1014.0295,31.0,0.0622,66.0,11.229825,32.0,0.8754,72.0,1001.8621
22 QRO,Nopal verdura,Nopal verdura,107.0,104.0,201.8456,11.0,4.2610667,50.0,8.911036,17.0,15.5511,51.0,173.1224
22 QRO,Nuez,Nuez,150.0,150.0,241.684,2.0,0.1001,63.0,2.8264932,3.0,0.0587,72.0,238.6987
22 QRO,Papaya,Papaya,11.0,11.0,2.2682,0.0,0.0,8.0,2.0098049,1.0,0.19,1.0,0.0684
22 QRO,Pasto cultivado,Pasto cultivado,442.0,442.0,10918.8084,10.0,1.858357,0.0,0.0,366.0,9327.1092,102.0,1589.8408
22 QRO,Plátano,Plátano,68.0,68.0,30.4139,1.0,0.035,48.0,17.6839389,0.0,0.0,7.0,12.695
22 QRO,Uva,Uva,52.0,52.0,2157.1144,5.0,0.0278,11.0,108.412,5.0,0.0066,38.0,2048.668
23 QTR,,Quintana Roo,4132.0,3662.0,,1537.0,,2094.0,,625.0,,1413.0,
23 QTR,Anuales,Anuales,,,,,,,,,,,
23 QTR,Arroz,Arroz,,,7.15,,0.29,,2.888,,3.622,,0.35
23 QTR,Calabaza/calabacita,Calabaza/calabacita,4960.0,4960.0,2343.0264,3150.0,176.6728951,3443.0,1103.012287,340.0,170.2237,920.0,893.1174
23 QTR,Cebolla,Cebolla,,,20.57,,20.47,,0.0595,0.0,0.0,,0.0405
23 QTR,Chile,Chile,447.0,442.0,3831.5991,172.0,12.2529544,220.0,11.5627989,65.0,0.9404,298.0,3806.8428
23 QTR,Frijol,Frijol,4716.0,4716.0,2404.2452,2954.0,76.8111303,3388.0,538.3820672,387.0,7.3747,783.0,1781.6774
23 QTR,Jitomate (Tomate rojo),Jitomate (Tomate rojo),86.0,85.0,1699.6613,19.0,0.142675,47.0,5.2028345,12.0,13.7414,44.0,1680.5744
23 QTR,Maíz forrajero,Maíz forrajero,959.0,959.0,6130.077,472.0,21.1189727,856.0,420.9863638,189.0,3495.6691,65.0,2192.3026
23 QTR,Maíz grano amarillo,Maíz grano amarillo,2382.0,2382.0,14987.0686,1485.0,60.6209871,1812.0,1003.2128957,713.0,1144.5224,331.0,12778.7124
23 QTR,Maíz grano blanco,Maíz grano blanco,12396.0,12396.0,18742.6065,8777.0,486.776142,10621.0,6763.6225764,4736.0,2990.0891,2039.0,8502.1196
23 QTR,Melón,Melón,35.0,35.0,19.9684,7.0,0.04058,21.0,6.818107,7.0,0.6024,12.0,12.5073
23 QTR,Sandía,Sandía,174.0,174.0,5973.8054,63.0,1.2662324,116.0,25.3540412,51.0,3.4531,111.0,5943.7321
23 QTR,Sorgo forrajero,Sorgo forrajero,18.0,18.0,2633.3447,0.0,0.0,1.0,0.09,14.0,1136.2547,3.0,1497.0
23 QTR,Sorgo grano,Sorgo grano,80.0,80.0,3017.7338,29.0,1.285857,31.0,11.5850233,43.0,122.1899,76.0,2882.6731
23 QTR,Soya,Soya,92.0,92.0,2410.2503,42.0,14.1703,42.0,0.7491,45.0,23.0512,91.0,2372.2797
23 QTR,Perennes,Perennes,,,,,,,,,,,
23 QTR,Agave,Agave,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 QTR,Aguacate,Aguacate,1754.0,1753.0,2340.5403,33.0,27.6996903,216.0,117.4344341,19.0,17.4576,197.0,2177.9485
23 QTR,Alfalfa,Alfalfa,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 QTR,Cacao,Cacao,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 QTR,Café,Café,13.0,13.0,0.0126,0.0,0.0,1.0,0.0084,1.0,0.0042,0.0,0.0
23 QTR,Caña de azúcar,Caña de azúcar,3112.0,3112.0,1747596.9071,742.0,5940.4751,736.0,125.762,732.0,683.2824,2983.0,1740847.3876
23 QTR,Coco,Coco,1108.0,1108.0,6491.7924,72.0,215.4555437,279.0,852.1727331,33.0,57.8729,323.0,5366.2913
23 QTR,Guayaba,Guayaba,456.0,455.0,55.959,0.0,0.0,28.0,15.4889625,2.0,4.2593,8.0,36.2107
23 QTR,Limón,Limón,3406.0,3403.0,36002.2434,338.0,33.1011345,765.0,87.1228442,191.0,1.6761,1323.0,35880.3433
23 QTR,Mango,Mango,1625.0,1625.0,1144.0149,23.0,6.455212,214.0,244.7120153,23.0,11.1862,111.0,881.6614
23 QTR,Manzana,Manzana,,,0.02,0.0,0.0,,0.02,0.0,0.0,0.0,0.0
23 QTR,Naranja,Naranja,1773.0,1771.0,10337.5614,144.0,1.2359,496.0,160.9385574,145.0,3.4548,604.0,10171.9322
23 QTR,Nopal verdura,Nopal verdura,66.0,66.0,24.806,1.0,0.001,24.0,17.3670072,0.0,0.0,12.0,7.438
23 QTR,Nuez,Nuez,13.0,13.0,0.0001,1.0,1.6e-06,1.0,9.84e-05,0.0,0.0,0.0,0.0
23 QTR,Papaya,Papaya,294.0,294.0,4779.2629,24.0,12.9400644,110.0,627.2117443,21.0,91.0869,83.0,4048.0241
23 QTR,Pasto cultivado,Pasto cultivado,2375.0,2375.0,677705.1307,3.0,1.045,2.0,0.0031,1425.0,316976.8181,1339.0,360727.2645
23 QTR,Piña,Piña,1337.0,1337.0,33182.4113,76.0,248.6279992,198.0,1388.5396508,19.0,15.4258,723.0,31529.8179
23 QTR,Plátano,Plátano,2190.0,2190.0,9010.1475,34.0,192.9399882,987.0,478.6962303,73.0,97.6705,761.0,8240.8407
23 QTR,Uva,Uva,7.0,7.0,2.004,0.0,0.0,2.0,0.054,0.0,0.0,1.0,1.95
24 SLP,,San Luis Potosí,17458.0,9632.0,,2652.0,,4043.0,,2444.0,,5898.0,
24 SLP,Anuales,Anuales,,,,,,,,,,,
24 SLP,Amaranto,Amaranto,,,0.3,,0.001,,0.299,0.0,0.0,0.0,0.0
24 SLP,Avena forrajera,Avena forrajera,6106.0,6106.0,116541.6196,455.0,322.4153335,298.0,48.7688263,3382.0,77292.995,767.0,38877.4404
24 SLP,Brócoli,Brócoli,52.0,49.0,849.5738,9.0,0.502,19.0,0.7007907,20.0,14.2123,46.0,834.1587
24 SLP,Calabaza/calabacita,Calabaza/calabacita,5102.0,5098.0,10696.2341,1821.0,391.0220131,2185.0,2614.4717808,524.0,1241.2383,1501.0,6449.5022
24 SLP,Cebada grano,Cebada grano,259.0,259.0,2084.7988,99.0,158.90915,0.0,0.0,46.0,230.9444,151.0,1694.9452
24 SLP,Cebolla,Cebolla,352.0,349.0,20872.0234,45.0,19.1187,99.0,85.1739792,19.0,0.0175,329.0,20767.7133
24 SLP,Chile,Chile,3559.0,3522.0,89143.1731,1840.0,191.7141052,2031.0,176.9470534,355.0,3.2241,3081.0,88771.2876
24 SLP,Frijol,Frijol,22721.0,22721.0,19912.5631,11760.0,2280.4735855,14813.0,3147.1674771,1353.0,372.3603,6347.0,14112.5613
24 SLP,Jitomate (Tomate rojo),Jitomate (Tomate rojo),437.0,282.0,72162.4707,33.0,0.409925,147.0,47.8269367,53.0,9.4621,246.0,72104.7717
24 SLP,Maíz forrajero,Maíz forrajero,1800.0,1800.0,80474.894,619.0,87.1601282,703.0,492.9386645,892.0,53031.7828,287.0,26863.0123
24 SLP,Maíz grano amarillo,Maíz grano amarillo,10740.0,10740.0,9362.0962,4411.0,164.47344,7614.0,3346.8961923,1759.0,2444.1044,741.0,3406.6216
24 SLP,Maíz grano blanco,Maíz grano blanco,53277.0,53277.0,100284.22,25056.0,2271.6380175,31137.0,18289.0399047,16412.0,40008.9316,8973.0,39714.6094
24 SLP,Melón,Melón,39.0,39.0,1314.094,2.0,0.02025,14.0,1.7264977,2.0,3.326,21.0,1309.0213
24 SLP,Papa,Papa,88.0,88.0,775.4314,8.0,0.6327,45.0,4.5525,1.0,43.7934,62.0,726.4528
24 SLP,Sandía,Sandía,117.0,117.0,19051.268,16.0,0.7049269,50.0,346.9385904,15.0,7.0893,76.0,18696.5352
24 SLP,Sorgo forrajero,Sorgo forrajero,1238.0,1238.0,43752.7364,100.0,19.4637077,28.0,120.5923,752.0,32266.6902,104.0,11345.9902
24 SLP,Sorgo grano,Sorgo grano,2778.0,2778.0,54658.5039,785.0,72.2124129,689.0,38.1431968,1317.0,5236.3692,1635.0,49311.7814
24 SLP,Soya,Soya,309.0,309.0,8088.087,81.0,182.1226759,49.0,1.9909,78.0,30.9948,235.0,7872.9787
24 SLP,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),277.0,276.0,9235.9307,80.0,1.3044807,69.0,2.171059,9.0,0.017,249.0,9232.4381
24 SLP,Trigo grano,Trigo grano,43.0,43.0,192.0657,30.0,20.2553,24.0,1.4166,26.0,20.6722,31.0,149.7216
24 SLP,Perennes,Perennes,,,,,,,,,,,
24 SLP,Agave,Agave,1560.0,1541.0,4213.542,22.0,137.3242314,23.0,56.8268,140.0,2463.5142,58.0,1555.8768
24 SLP,Aguacate,Aguacate,835.0,819.0,1671.8066,18.0,0.0931,263.0,192.6994819,16.0,0.113,249.0,1478.901
24 SLP,Alfalfa,Alfalfa,5559.0,5559.0,1824063.6769,102.0,13.3515266,1298.0,32.2716,4215.0,279202.2358,3291.0,1544815.818
24 SLP,Cacao,Cacao,64.0,63.0,0.2103,0.0,0.0,1.0,0.005,0.0,0.0,3.0,0.2053
24 SLP,Café,Café,13574.0,13517.0,4277.2193,1243.0,31.8616366,8967.0,2446.9337358,202.0,3.2528,2139.0,1795.1706
24 SLP,Caña de azúcar,Caña de azúcar,17095.0,17095.0,4919243.6546,4101.0,25819.0255408,4869.0,969.949998,4037.0,9282.3876,15669.0,4883172.2915
24 SLP,Coco,Coco,13.0,12.0,3.897,0.0,0.0,6.0,3.547,0.0,0.0,1.0,0.35
24 SLP,Espárrago,Espárrago,,,129.9,0.0,0.0,0.0,0.0,0.0,0.0,,129.9
24 SLP,Fresa,Fresa,7.0,7.0,9.7438,1.0,0.0002774,4.0,0.1575818,2.0,0.0103,6.0,9.5757
24 SLP,Guayaba,Guayaba,1261.0,1236.0,193.3418,12.0,0.1240561,47.0,26.8373974,12.0,0.7904,37.0,165.59
24 SLP,Limón,Limón,3717.0,3684.0,31769.5692,29.0,0.2164272,126.0,7.2286966,15.0,0.0441,130.0,31762.08
24 SLP,Mango,Mango,1973.0,1959.0,1993.5589,30.0,2.4249206,425.0,671.6124475,67.0,5.7811,385.0,1313.7406
24 SLP,Manzana,Manzana,291.0,288.0,72.309,16.0,2.3139,60.0,24.295734,14.0,6.1119,34.0,39.5875
24 SLP,Naranja,Naranja,26773.0,26733.0,207940.5063,2560.0,7.8345326,4303.0,703.5887067,2910.0,68.0046,20671.0,207161.0784
24 SLP,Nopal verdura,Nopal verdura,1619.0,1612.0,16275.0671,91.0,139.8759584,424.0,11346.0333153,113.0,487.9842,465.0,4301.1734
24 SLP,Nuez,Nuez,217.0,211.0,1254.1956,13.0,0.5306,57.0,8.00565,16.0,0.0426,66.0,1245.6167
24 SLP,Papaya,Papaya,849.0,833.0,15573.7786,47.0,1.903021,158.0,370.3854283,37.0,35.6489,120.0,15165.8414
24 SLP,Pasto cultivado,Pasto cultivado,4557.0,4557.0,289583.7085,168.0,74.9761881,23.0,35.1626997,2543.0,222296.4131,1677.0,67177.1565
24 SLP,Piña,Piña,1105.0,1104.0,1580.0466,27.0,0.3098,248.0,984.0072099,13.0,0.1969,137.0,595.5327
24 SLP,Plátano,Plátano,2735.0,2735.0,4653.4584,15.0,77.3008158,1051.0,1396.7902685,58.0,14.3638,838.0,3165.0035
24 SLP,Uva,Uva,18.0,17.0,538.4353,0.0,0.0,7.0,24.1048,0.0,0.0,4.0,514.3305
25 SIN,,Sinaloa,16945.0,11720.0,,6539.0,,5169.0,,3765.0,,9399.0,
25 SIN,Anuales,Anuales,,,,,,,,,,,
25 SIN,Amaranto,Amaranto,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25 SIN,Avena forrajera,Avena forrajera,6.0,6.0,682.481,2.0,0.2,0.0,0.0,6.0,682.281,0.0,0.0
25 SIN,Brócoli,Brócoli,7.0,6.0,2235.8338,2.0,0.0124,2.0,0.1051,2.0,0.2484,6.0,2235.4679
25 SIN,Calabaza/calabacita,Calabaza/calabacita,973.0,972.0,27267.1576,414.0,69.5106223,537.0,1947.5473574,227.0,758.4689,562.0,24491.6309
25 SIN,Cebolla,Cebolla,296.0,296.0,31531.8548,65.0,2.7952019,113.0,26.4154456,9.0,0.0491,290.0,31502.5953
25 SIN,Chile,Chile,2040.0,1990.0,499530.9937,735.0,5.4127501,838.0,37.2829294,3.0,5.2326,1927.0,499483.0656
25 SIN,Frijol,Frijol,7499.0,7499.0,118202.1851,3834.0,1340.5241833,5257.0,1796.8588017,2141.0,199.1024,6082.0,114865.6994
25 SIN,Jitomate (Tomate rojo),Jitomate (Tomate rojo),968.0,927.0,543720.2576,421.0,7.9122338,553.0,89.5999264,443.0,269.3792,911.0,543353.3659
25 SIN,Maíz forrajero,Maíz forrajero,743.0,743.0,118370.706,169.0,62.7492436,173.0,163.2255263,511.0,79057.0372,175.0,39087.6941
25 SIN,Maíz grano amarillo,Maíz grano amarillo,1212.0,1212.0,49685.4703,894.0,48.6292438,959.0,619.906413,497.0,1956.7005,319.0,47060.234
25 SIN,Maíz grano blanco,Maíz grano blanco,51939.0,51939.0,7451358.0778,32207.0,2627.8432528,34296.0,14229.9941271,32018.0,55638.5691,45141.0,7378861.6704
25 SIN,Melón,Melón,16.0,16.0,652.85,4.0,0.0355,7.0,1.415,1.0,0.3,9.0,651.0995
25 SIN,Papa,Papa,356.0,355.0,513340.7275,295.0,12776.0771,5.0,2.45,0.0,0.0,348.0,500562.2004
25 SIN,Sandía,Sandía,352.0,352.0,12833.8357,79.0,12.5119279,156.0,452.3743232,34.0,174.3685,234.0,12194.581
25 SIN,Sorgo forrajero,Sorgo forrajero,7362.0,7362.0,823474.1509,632.0,465.3331567,412.0,18.7133,4048.0,652020.3805,1364.0,170969.7239
25 SIN,Sorgo grano,Sorgo grano,6063.0,6063.0,239968.2182,2073.0,567.3292251,1531.0,63.0841273,2725.0,16665.7598,4085.0,222672.0456
